movie_A,movie_B,target
10607,489430,0
157834,549514,0
1159311,592350,1
10774,38142,0
1647,262500,0
1397832,224746,0
278924,284427,0
70345,501929,0
370172,698,1
818511,924,0
832502,802226,0
1151334,12526,0
38757,109445,1
11,1891,1
271110,209112,1
640,8358,1
1147400,1147416,1
527660,26638,0
693134,792307,1
53932,659988,0
26686,11484,0
49026,24428,1
864370,735726,0
950396,1126166,1
2118,100,1
370172,658,1
17874,11217,0
184315,5491,0
649928,38150,0
870404,256962,0
26845,27581,0
2323,8996,0
11508,11220,0
385687,455476,1
1054867,760329,1
1771,100402,1
286217,49047,1
346364,474350,1
249,82485,0
568124,438695,1
201086,10406,0
550,603,1
36669,657,1
274862,37169,0
501929,6038,0
862,585,1
181808,1892,1
12153,11045,1
933260,945961,1
218,11031,1
1495,12113,1
502356,713704,1
766507,616037,1
177572,109445,1
1029575,507532,1
18785,1271,1
578,579,1
246403,14247,0
345920,127517,0
8275,32456,0
7010,14242,0
137106,40925,0
585,863,1
1573,1572,1
671,673,1
2109,5174,1
22,1865,1
574475,55779,1
400136,246196,0
9896,16391,0
1220564,346698,1
140607,1894,1
281338,653346,1
575265,1098006,1
98,857,1
507086,329,1
122906,901362,0
14560,467938,0
1197137,1422096,1
24428,37724,1
354912,374720,1
2071,56195,0
479,486131,1
13597,196024,0
302699,4780,0
13768,345875,0
81232,277432,0
120,27205,1
9021,13767,1
361743,744,1
660,710,1
609681,1022796,1
328901,1243381,0
1071585,1087192,1
196,1669,1
10040,705861,0
1865,166426,1
34584,2455,0
1100782,1429744,0
10191,82702,1
9833,17101,0
9757,1092,0
361743,545611,1
616037,284053,1
807,274,1
601,764,1
280,534,1
15262,8968,1
13595,1061990,0
9807,262551,0
533535,945961,1
177945,57212,0
9591,1738,0
605,112304,0
1290159,1236470,1
603,14161,1
271110,100402,1
228150,210577,1
77338,37165,1
40720,600354,0
532408,848123,0
546554,661374,1
10907,533642,0
1007734,1151334,1
10611,651571,0
460399,769,0
12721,392044,0
7978,342473,0
425909,967847,1
280,534,1
744746,208763,0
508422,26820,0
608,41154,1
181808,1891,1
250349,169917,0
926606,31587,0
9777,324670,0
76101,111332,0
14597,860623,0
1010581,1147416,1
1241982,939243,1
976573,569094,1
1111873,1041613,1
808,10192,1
228150,106646,1
869,61791,1
926393,345887,1
72842,186992,0
68718,273248,1
22,58,1
1051891,514847,0
400928,205775,0
348,8077,1
99861,299536,1
101299,70160,1
11943,12437,0
700,710,1
346698,335977,1
1071585,1124619,1
505642,436270,1
748783,653346,1
73861,74997,1
9713,75629,0
840430,1056360,1
18360,23527,0
135397,254128,1
438634,57800,0
97375,311,0
18801,12508,0
863,862,1
9502,49444,1
37724,699,1
5336,992,0
129,128,1
10764,206647,1
38057,121826,0
787699,572802,1
638974,500916,0
62211,585,1
280,87101,1
10023,975,0
37034,45698,0
45839,22152,0
68718,16869,1
24428,19995,1
1038392,338969,1
1261825,11324,1
260514,920,1
1084242,269149,1
857,497,1
899112,661374,1
12771,453405,0
425274,568091,1
40649,30114,0
447365,774752,1
14979,6691,0
161,298,1
102382,100402,1
12445,12444,1
880841,17641,0
63,4780,0
573435,8961,1
39323,1948,0
448119,38700,1
866398,848538,1
448119,508439,1
48624,252607,0
2288,882598,0
632309,38093,0
519182,718821,1
539972,23916,0
1156593,1252309,1
330457,109445,1
360920,446894,1
622654,994108,0
76341,99861,1
124905,399566,1
3782,13712,0
575264,926393,1
648878,12506,1
16558,33542,0
536869,557946,0
84199,1124127,0
23483,59859,1
573435,762441,1
436969,497698,1
1114967,1139566,1
10138,10195,1
15659,728123,0
18,98,1
14005,21385,0
1930,120,1
36669,710,1
1022789,519182,1
325346,51043,0
939243,675353,1
475557,466272,1
39107,39108,1
411,953,1
337167,341174,1
634649,568124,1
670,290098,1
809,862,1
507089,299054,1
279,782936,0
822119,927342,1
1069905,293660,1
46138,21765,0
10139,5492,0
1234821,1061474,1
785759,241843,0
267860,13551,0
1038392,604079,1
14423,11452,0
10158,118668,0
2899,1209290,0
637649,634528,1
87101,21027,0
348893,15070,1
110490,9452,0
571265,107748,0
9383,2003,0
20932,565,0
1807,869,0
637649,602734,1
150689,102651,1
282983,696806,0
11,1892,1
581,5919,0
209112,297761,1
493922,37718,0
497,155,1
417320,974262,1
24,393,1
2093,10261,0
10764,36557,1
15255,8619,0
1218925,639988,1
2502,324668,1
521029,396422,1
205596,210577,1
10234,207703,0
479,482,1
24230,6073,0
803796,1175942,1
9609,1426776,0
489,217,0
91314,82702,1
99861,168259,1
808,109445,1
808,10192,1
533533,760329,1
786110,39486,0
756999,629015,1
514577,11051,0
614479,611751,0
192538,15660,0
9417,19277,0
574475,986056,1
312831,417028,0
159824,400155,1
691683,708,0
13201,653851,0
36669,667,1
769,8913,1
953,80321,1
10764,37724,1
25967,381075,0
1057999,78101,0
19995,49026,1
23483,59859,1
624779,11172,0
1125257,448432,0
10192,810,1
8961,9737,1
787699,940551,1
14534,44629,0
385687,337339,1
350312,440161,0
724209,10998,0
393,187,1
36557,10764,1
41280,34671,0
10642,22824,0
720755,13685,0
1084863,1195518,0
2493,9493,1
1255,559969,0
49026,272,1
10764,206647,1
1495,3131,1
542178,644083,0
616,756,0
449664,507532,0
747779,301,0
524216,62675,0
22,285,1
2758,2907,1
118,162,1
937941,105,1
4909,5072,0
632856,929340,1
76600,19995,1
246524,212,0
1010756,986097,1
417261,11650,0
750,126889,0
75674,384500,0
214081,10680,0
955555,619803,1
869,871,1
35019,11283,1
674,12444,1
285,1865,1
106,169,1
414906,453395,1
98567,706972,0
9928,14175,1
398818,391713,1
539972,1249289,1
527774,38310,0
567598,348678,0
109445,326359,1
857,197,1
1865,166426,1
80,76,1
49013,260514,1
786892,280180,1
1585,1891,1
533533,12761,0
15741,116149,0
11153,11418,1
808023,951470,1
31906,110415,0
612654,618588,0
425274,75656,1
10193,863,1
346698,976573,1
388,2832,0
787,8909,1
1621,9602,1
1907,624808,0
652,787,1
131631,70160,1
355066,520736,0
216015,222935,1
293660,383498,1
1071585,1145221,1
762509,1241982,1
21700,10261,0
57120,505948,0
49051,122917,1
15440,49687,0
120,10195,1
4935,128,1
766507,698948,1
2501,324668,1
120,667216,0
18635,27396,0
969492,16320,0
447365,667538,1
159824,76492,1
639933,1198870,0
8202,10531,0
258805,53319,0
44040,41582,0
12155,241259,1
10764,657,1
242828,242310,0
533535,293660,1
75656,75612,1
261776,83389,0
6977,275,1
242310,901385,0
562,942,1
155,49026,1
20766,9355,1
65055,429727,0
161,163,1
8681,6479,1
248611,11024,0
1242898,346910,1
14337,414190,0
1294203,1078600,1
10925,990140,0
658,714,1
466272,103,1
1234821,755898,1
36557,698,1
80591,9600,0
106,346910,1
1294203,1156593,1
75656,68721,1
7090,348765,0
655082,19728,0
448119,279229,0
48636,106646,0
693134,841,1
210577,244786,1
158015,16219,0
1223601,840326,1
533533,97,1
631843,776305,0
4133,474350,0
812583,661374,1
986056,541671,1
287,452323,0
49687,17153,0
845781,912649,1
70695,17899,0
787,9738,1
9778,337844,0
1184918,698687,1
2239,1255788,0
2251,39967,0
150540,127380,1
1426776,1097311,1
91417,12795,0
187596,375262,0
486011,10474,0
9286,9358,1
15256,451500,0
1184918,912649,1
10764,36669,1
4923,1300962,0
637649,578701,1
48254,710356,0
13501,48787,0
8992,54138,0
436969,385128,1
1086747,1025463,1
2330,2335,1
74997,37169,1
2502,2503,1
45839,294963,0
186992,84194,0
490132,504172,1
803796,1087192,1
829557,664413,1
11459,115442,0
118,252,1
14805,707103,0
8966,18239,1
786892,653346,1
46717,21043,0
370172,714,1
933260,1184918,1
150689,326359,1
10012,13172,0
541671,986056,1
36586,36648,1
1241436,1144430,1
1100988,1071585,1
604079,986097,1
324786,313369,1
1234821,135397,1
106646,281957,1
846956,1885,0
420634,663712,1
11890,228205,0
54662,10208,0
9479,10539,1
36643,714,1
297762,464052,1
1072074,29425,0
2978,620,1
616446,1987,0
693134,1011985,1
937941,1517772,1
15457,10068,0
72559,11036,0
1071585,1234821,1
766507,346910,1
559,558,1
982843,56386,1
820446,37748,0
7326,10192,0
10608,9637,0
81188,140420,1
24402,326423,0
8835,10327,1
799876,324852,0
699,36669,1
9928,9408,1
772,12536,1
23823,627725,0
9340,927,1
210577,181886,1
5491,427347,0
476669,343668,1
396535,410199,1
26748,4587,0
5955,416148,0
2062,810,1
11,1893,1
7555,1369,1
1100988,842924,1
9340,2619,1
1241982,1160956,1
426063,710295,1
697843,545609,1
345938,489,0
1865,58,1
346034,76640,0
8424,592350,0
13698,36142,0
758009,9444,0
253412,19959,0
157336,27205,1
16082,531509,0
66120,176,0
426063,1013850,1
122917,120,1
671,673,1
110415,11423,1
496527,1371,0
8966,50619,1
110416,1013221,0
13888,575299,0
238,424,1
299536,299534,1
122917,57158,1
300666,654974,0
809,13394,1
862,10193,1
453395,284052,1
425,950,1
823464,967847,1
11395,13767,1
329865,274870,1
10944,8922,0
11,13475,1
197,607,1
12,2062,1
425,8355,1
1011477,38575,1
2142,756681,0
710,62,0
85435,22,0
929204,60308,0
62,600,1
502143,385736,0
2110,29425,0
299536,284054,1
1865,285,1
38700,8961,1
821890,82424,0
52454,284279,0
20352,93456,1
11,181808,1
575265,954,1
507089,951491,1
4546,9828,0
6071,277,0
381353,16558,0
17455,334074,0
513399,1072342,0
9660,12445,0
6488,10030,0
415,414,1
787699,512412,0
34851,395,1
138103,76163,1
5255,594,1
468284,346681,0
354912,284053,1
4935,12429,1
62835,37430,1
782054,1229730,0
351044,346685,0
158852,121674,0
238636,442249,1
127370,476926,0
99861,271110,1
679,8078,1
12636,9391,0
129,8392,1
37258,20156,0
169,34851,1
38093,48254,0
1084863,19035,0
950387,1195506,1
773,68555,0
675,673,1
11832,744746,0
51170,1020414,0
574475,9532,1
221732,6435,0
1069905,475557,1
250,347392,0
812583,546554,1
10192,48466,1
679,8077,1
943930,7350,0
10741,423377,0
869,10477,1
238,278,1
139933,24615,0
53423,53023,0
16869,24,1
39102,14249,0
1573,1571,1
863,585,1
1087192,1071585,1
1100988,1234821,1
1895,1893,1
609681,787699,1
111,500,1
1726,1724,1
297802,7090,0
38,4348,1
105,927,1
82690,11986,0
24428,99861,1
149910,35558,0
1693,527261,0
206647,699,1
406994,5725,0
953,270946,1
660,698,1
13151,14061,0
12225,25195,0
106,957,1
49517,121789,0
9427,505579,0
162,522,1
940551,609681,1
13673,930921,0
497698,379686,1
120,122,1
1156593,1294203,1
240,238,1
1138194,426063,1
1071585,1011477,1
46738,181886,1
582186,266285,0
280,296,1
448119,512200,1
448119,495764,1
39469,9713,0
369778,4771,0
283995,118340,1
1265063,1249289,0
640,1372,1
411873,21484,0
168259,385128,1
29918,856,0
218,534,1
10862,24420,0
298582,184315,0
400710,1092,0
122,49051,1
512195,566525,1
325133,382597,0
54471,4806,0
810,809,1
1218925,1010756,1
10510,11881,1
18801,58232,0
505026,392044,1
10760,1096804,0
541671,1087192,1
3101,733317,0
363088,54557,0
852445,76758,0
29979,115929,0
76600,19995,1
82690,404368,1
496243,466272,1
609681,799155,1
324552,245891,1
1114513,1062215,1
13,769,1
260514,49013,1
619264,18533,0
1064213,9906,0
585759,63493,0
976573,724209,1
10193,862,1
21811,515741,0
23916,11453,0
950387,324544,1
321612,150689,1
125509,9902,1
11674,10481,1
12,920,1
10193,14160,1
634649,624860,1
296096,200727,1
616037,453395,1
267860,423204,1
1368,522938,1
421313,438396,0
20927,523139,0
38262,76163,0
9502,1011985,1
675,672,1
639721,468225,0
240,242,1
6977,9693,1
37724,710,1
1130276,913673,0
880728,16270,0
1011985,140300,1
573435,9737,1
43593,71668,1
17417,14830,0
9594,27022,0
552688,7351,0
363483,77,0
1035259,1007734,1
660,36669,1
350,10625,1
4708,126323,0
15371,18727,0
49051,87827,1
400155,585083,1
2105,2770,1
1093237,14361,0
111,117,1
603692,458156,1
102382,1930,1
10195,76338,1
575264,575265,1
966,536554,0
812583,466272,1
1087192,1311031,1
10162,43619,0
557972,569499,0
808,810,1
6477,23398,1
10257,44247,0
28270,438695,0
28178,203833,1
10404,30239,0
31671,513083,0
22954,9349,0
128246,76285,0
940551,933131,1
18785,109439,1
812,15969,1
270946,177572,1
236028,49520,0
209112,49521,1
8329,15192,0
293863,359940,0
227156,912649,0
351286,329,1
110415,2567,0
9911,14168,0
3133,1084863,0
4935,10515,1
181808,1894,1
41211,396616,0
257094,514207,0
479,486131,1
45958,661914,0
11,1894,1
169,106,1
5038,10796,0
376660,472838,0
106646,11324,1
268,414,1
22,1865,1
458156,245891,1
762509,420818,1
338953,338952,1
198663,240832,1
604,216282,0
8195,566525,0
50698,266285,0
503125,74534,0
11395,19186,1
335977,364470,0
39254,19959,1
103,985,1
617126,1263256,1
1220564,10632,0
216015,266856,1
762509,845781,1
1726,68721,1
132,27583,0
40885,1242419,0
520758,7443,1
470878,17663,0
760329,1086260,1
17886,375809,0
454626,675353,1
1357633,49207,1
809,10192,1
157350,262504,1
30114,407436,0
671,672,1
10138,68721,1
272,155,1
359410,10135,1
901563,612515,0
18011,15157,0
157336,78,1
1023313,459003,0
12561,6593,1
475557,492188,1
132232,15028,0
1376434,870028,1
177572,269149,1
121875,9530,0
10045,431185,0
766475,2517,0
11836,12593,1
1001835,22705,0
76341,264660,1
1184918,933260,1
348893,15255,1
889737,29512,0
134375,42044,0
457712,11878,0
10649,168705,0
896221,1124127,0
1148713,1137205,0
1078605,1125257,1
16608,6022,0
569094,298618,1
372058,129,1
634649,646380,1
134597,454699,0
10997,856289,0
281338,61791,1
809,810,1
16350,64686,0
10531,348893,0
10497,44912,0
9358,55779,1
1111873,967847,1
507244,1328803,1
672,673,1
40842,23169,0
54093,9749,0
118,12155,1
613377,399057,0
81393,62177,0
11886,17949,0
36669,36643,1
10764,36670,1
672,12444,1
940551,572802,1
1184918,945961,1
594767,287947,1
207,489,1
102632,38251,0
233639,9924,0
19840,13648,0
373571,399566,1
784651,330697,0
131631,131634,1
333385,17915,0
638,17832,0
954,955,1
218,87502,1
9678,59457,0
585,9806,1
145220,1175942,0
9334,552688,0
1895,1892,1
1038392,259693,1
351901,1426776,0
137,1669,1
842945,14423,0
501929,967847,0
210577,146233,1
13151,590009,0
1571,47964,1
38,37165,1
447365,283995,1
20766,562,1
489245,83899,0
630220,13550,0
822119,1771,1
27429,638045,0
1581,9029,1
574475,575265,1
1124,77,1
346364,335984,1
8966,24021,1
667,714,1
76758,475094,0
20526,97,1
749170,1239193,1
411,10140,1
4513,17532,0
713704,758323,1
38700,9737,1
718930,762504,1
10567,28410,0
603692,697843,1
198663,98566,1
1234821,1106289,1
289728,199818,0
9806,2062,1
10719,11395,1
150540,105864,1
9647,11216,1
24238,1163258,0
285,9679,1
248,259018,0
1114738,15139,0
196,105,1
53216,207703,0
28059,12589,0
402431,1222248,1
842934,2055,0
82679,302699,0
949,9366,1
1402,14033,0
271110,284052,1
1071585,536554,1
1046032,10775,0
933260,1064213,1
651571,10351,0
299536,383498,1
359410,634492,1
166428,82702,1
524047,606234,1
27066,37265,1
315635,429617,1
287587,1015936,0
597,106646,1
640146,363088,1
1218762,9829,0
674,673,1
920394,265226,0
1022789,150540,1
321612,10020,1
11062,799766,0
2978,425909,1
541611,1072567,0
52454,373476,0
70954,20526,0
348,126889,1
298618,346698,1
17708,9293,0
291805,328387,1
324857,13929,0
75656,54138,1
10192,13394,1
44147,14299,0
36670,37650,0
6499,615457,0
939243,1160956,1
462,159092,0
7451,11679,1
1621,9080,1
111,949,1
895,17101,0
10208,11899,1
8922,602734,0
335983,580489,1
118,3933,1
843527,844185,1
280,218,1
76341,9659,1
11283,11283,1
1892,1894,1
707103,86837,0
454433,75174,0
91314,335988,1
785538,800,0
980477,1155281,1
69798,318846,0
13949,668640,0
740985,41759,0
36419,324852,0
446170,13320,0
1241982,539972,1
60859,454889,0
8077,8078,1
700,657,1
10220,11708,0
15794,9349,0
9472,15804,0
150689,224141,1
339846,43361,0
373571,531309,1
767,447362,0
956,955,1
1587,186,0
290098,4689,1
329865,313369,1
10439,2675,0
261103,11484,0
335788,463906,0
297270,75258,1
198663,336843,1
341735,398173,0
11395,9021,1
24116,8461,0
10191,82690,1
671,675,1
4520,168705,0
881,11259,1
18387,1247,0
671,674,1
290859,534,1
1125899,14869,0
348,578,1
673737,500634,0
1034062,432613,0
1114513,748230,1
333669,18398,0
206563,49051,0
138843,423108,1
20352,324852,1
337167,21835,0
508965,295151,1
1366,1374,1
325358,30295,0
10133,16081,0
11544,976893,0
11418,2383,0
439058,513399,0
447332,520763,1
693158,37606,0
158015,442249,1
941109,1267319,1
12530,57158,0
441384,916192,0
710,714,1
425274,58574,1
986056,846422,1
38055,1239251,1
10758,479455,0
10974,1127166,0
551238,675054,0
27449,900379,0
206647,667,1
436830,889737,0
10159,779047,0
11121,11302,0
601,602,1
614292,309304,0
425,57800,1
9103,560050,0
677179,312221,1
361743,616037,1
81188,76492,1
299534,429617,1
12155,118,1
36557,37724,1
694,138843,1
2335,2334,1
2978,620,1
55888,11309,0
463158,1144911,0
1138194,1140535,1
1010928,323694,0
10476,1022256,0
240,389,1
1010756,1241921,1
77338,382591,1
98,558449,1
772,9714,1
670,4689,1
24420,14603,0
400155,260513,1
9738,1979,1
17965,437739,0
9532,55779,1
190469,14324,0
114,88,1
953,425,1
136799,901362,1
39254,13448,1
601,4944,1
1242898,34851,1
1087891,1097311,1
57158,101299,1
348,8078,1
99861,102899,1
794,12222,0
36679,12561,1
1007734,1242434,1
583689,620924,0
62214,207703,0
2503,324668,1
13186,23823,1
85,89,1
670266,6479,0
16082,797946,0
385687,17796,0
291805,308531,1
677179,480530,1
87502,10384,0
156022,254904,1
77887,92060,0
14836,9297,1
1087891,870028,1
10764,699,1
838209,43469,0
9360,14863,1
522938,1369,1
436459,357953,0
104329,245916,0
1991,34851,0
73963,8393,0
4935,8392,1
11446,294993,0
58,166426,1
9502,140300,1
10764,658,1
8584,6038,1
120,122,1
417320,417320,1
11422,13194,0
769,103,1
35025,205891,0
248774,447335,0
169917,457262,0
102382,315635,1
154,7840,0
139038,146233,0
159770,38516,0
425942,12542,0
150689,321612,1
424,497,1
397567,11284,0
2118,33,1
822119,696506,1
435707,16995,0
8881,785759,0
205596,228150,1
62211,150540,1
4476,203101,0
407440,8986,0
56292,956,1
30020,10764,0
1069905,150540,1
507244,36351,1
11395,13767,1
11834,11613,0
603,624860,1
1032472,893086,0
34851,346910,1
769,524,1
546554,661374,1
611207,16523,0
9277,45772,0
1368,7555,1
13991,10734,0
181812,1894,1
109418,330459,0
10437,11899,1
803796,617126,1
512195,734265,1
13919,1051,0
953,10527,1
500006,11377,0
597,671,1
11775,25538,0
59457,864116,0
70981,126889,1
330457,326359,1
1032950,975773,0
719221,112205,0
573435,533535,1
857,424,1
19995,24428,1
106,865,1
103,1578,1
531219,10427,0
1111873,1086747,1
13707,15484,0
250546,396422,1
3716,15644,0
1007734,615457,1
1265344,1328803,1
862,8587,1
429,769,1
8355,278154,1
559,557,1
166428,404368,1
107,100,1
1010600,9541,0
127585,246655,1
10195,1726,1
206647,37724,1
700,714,1
27644,34134,0
13275,16353,0
535389,180305,0
411,674,1
10510,10471,0
431892,649609,0
271110,100402,1
329865,340666,1
749170,846422,1
242,8996,1
1106289,755898,1
15400,334543,0
1034541,420634,1
375327,1151272,0
432836,24615,0
32595,74534,0
675,767,1
87,217,1
297160,19661,0
280,296,1
2118,89,1
114,509,1
173672,82684,0
967941,824003,0
5,28460,0
953,521,0
921452,440471,0
658,667,1
742391,51111,0
54075,489982,0
12155,13885,1
335984,343668,1
1155281,856289,1
38695,454549,0
98066,276905,0
150540,14160,1
16441,38093,0
519182,93456,1
315635,429617,1
1239655,10786,0
359410,1011985,1
772,771,1
660,700,1
166428,638507,1
10874,10208,1
42135,517909,0
718930,725201,1
621151,18671,0
8871,10719,1
508,455,1
508442,18209,0
1010581,1127166,1
10096,12225,0
22,166426,1
30295,1289888,0
398588,59859,0
138843,423108,1
3635,531309,0
806368,19576,0
11324,106646,1
7555,522938,1
5825,11418,1
1259102,744276,1
14199,615677,1
181812,181808,1
10192,810,1
899112,938008,1
840326,717930,1
8587,9732,1
927,928,1
41210,653744,0
8966,24021,1
533533,1242419,1
82690,13382,0
644495,1094138,0
12536,9714,1
201,1029955,0
603,605,1
673,12444,1
1011985,49444,1
1022787,1175942,1
50321,12636,0
53423,9066,0
348893,15255,1
1311031,635302,1
337167,341174,1
541671,1071585,1
1087192,552524,1
786892,9659,1
372058,38142,1
20416,25172,0
558915,86834,0
883,19382,0
489999,11103,0
8920,10996,1
11828,14398,0
11036,10229,1
12503,12665,0
38365,109418,1
336560,9825,1
373571,124905,1
797,9603,0
283566,1246,0
12717,9080,0
370172,37724,1
634649,3716,0
615457,460465,1
668,11227,0
639988,1062722,1
616037,507086,1
28597,56947,0
284053,76338,1
11036,142,1
671,672,1
519120,484641,0
533535,519182,1
10131,381518,0
9502,140300,1
945961,917496,1
11836,298016,1
354912,364689,1
9279,289728,1
2502,49040,1
280180,13159,0
82743,1001026,0
585,12,1
398818,38,1
1571,1572,1
425,953,1
259316,338952,1
207,10312,1
1830,430682,0
877269,10484,0
234004,458302,0
37165,310,1
1161617,1267319,1
135397,351286,1
8390,48636,0
11324,1422,1
675,12445,1
10681,953,1
9714,771,1
350,11036,1
772973,18602,0
35650,337730,0
9279,9268,1
210577,205596,1
77771,559,0
38757,62177,1
156022,169917,1
14836,9479,1
57165,18823,1
269149,150540,1
267860,117263,1
1241436,1197306,1
31052,558,0
45324,9821,0
87,89,1
298618,1006462,1
18722,345931,0
522938,1369,1
474350,475557,1
337167,336843,1
207932,149509,0
585,62211,1
940721,1480,0
66122,268920,0
73532,13836,0
9279,5375,1
949,6075,1
1111873,719221,1
37100,28460,1
16295,427989,0
1689,1996,0
13186,71672,1
246871,72570,0
54553,334074,0
39254,59965,1
22398,22794,0
514124,1810,0
216015,341174,1
37165,207,1
405774,405774,1
360920,404368,1
242,111,1
46738,35650,1
33273,912908,0
85446,11543,0
25475,13179,1
198663,294254,1
11006,488623,0
8920,9982,1
1126934,590995,0
31174,11679,0
206647,714,1
19658,32628,0
460071,11801,0
787,652,1
293660,209112,1
23483,36557,1
265208,30508,0
12444,767,1
235704,626412,0
355008,5482,0
260514,49013,1
105,165,1
27786,726739,0
353081,56292,1
10818,208763,0
1086747,762441,1
43919,167575,1
12444,674,1
227973,39415,0
9040,299534,0
9618,670981,0
67913,9003,0
760104,760104,1
9360,19543,1
762509,939243,1
58,22,1
359724,15016,0
104634,987686,0
1230368,1038392,1
941109,1245993,1
9282,16119,0
106,34851,1
50619,24021,1
12635,278924,0
281338,339964,1
1034541,663712,1
346698,298618,1
24428,299534,1
11036,10625,1
744746,574207,0
334354,233639,1
502682,14643,1
426962,4708,0
370172,660,1
348,679,1
181812,1892,1
315635,559,1
807986,23449,0
109445,330457,1
271110,1771,1
114,4806,1
24679,17455,0
1197137,1230368,1
1126166,950396,1
698,657,1
519182,20352,1
810,808,1
4296,628704,0
15794,277685,0
1119878,659988,1
682377,545609,0
14547,228676,0
140607,181808,1
300693,46787,0
75258,13179,1
330457,460793,1
8871,360920,1
1038392,138843,1
439154,10862,0
425,774825,1
181812,1893,1
49026,37724,1
6977,44264,1
12,585,1
12771,27072,0
467675,329010,0
533535,957452,1
199,29963,0
541671,846422,1
12445,673,1
364689,15934,0
568124,524434,1
813,10180,0
12536,134375,1
36670,657,1
1376434,541671,1
615453,15670,0
433498,484510,0
1010581,988078,1
559,315635,1
12647,9564,0
672,674,1
68726,268896,1
324786,334543,1
8066,413857,0
668482,422821,0
324857,297802,1
12445,767,1
1035259,1078605,1
113329,1005331,0
11022,51357,0
250480,18215,0
609681,695721,1
1034541,1118031,1
396535,293670,1
7485,8292,1
35,2062,1
12233,3037,0
564,9334,1
34851,169,1
1337562,565716,0
1100988,170,1
2062,14160,1
16938,848187,0
14900,312526,0
98,197,1
8587,11430,1
1155281,17740,1
899082,794,0
1242419,1088166,1
89708,37786,0
12912,14292,0
14160,12,1
532639,55846,0
6916,13485,0
699,714,1
1138194,1005331,1
110552,52943,0
862,9487,1
27205,70160,1
372058,378064,1
700391,493529,1
364,415,1
11918,10001,0
560016,426257,0
597,9313,1
333339,338970,1
2978,1287536,0
34130,492611,0
466081,680813,0
120,68734,1
39103,34433,1
2282,656561,0
41225,39106,0
1024721,5916,0
818647,325133,0
823464,653346,1
557,315635,1
68053,492550,0
250546,521029,1
2455,1230393,0
218,290859,1
437626,454615,0
431530,838,0
11330,27945,0
937941,597,1
916,7515,0
37527,318846,0
348893,180894,1
36557,710,1
823464,929590,1
26114,3595,0
560050,1082195,0
667216,3172,0
575264,335977,1
500006,340666,0
616037,76338,1
11365,1232933,0
700391,594767,1
18239,50619,1
954,56292,1
49013,62211,1
85,217,1
516729,8440,0
438631,566525,1
539972,993710,1
507086,438148,1
503125,38575,0
9285,49520,0
324552,458156,1
67,13312,0
438695,335797,1
228165,38199,0
954,177677,1
628922,13090,0
1382406,406107,0
383785,22189,0
681349,20862,0
34851,106,1
433150,19899,0
267860,423204,1
558915,9312,0
2978,10661,1
1125257,16969,1
1581,508,1
696506,1233575,1
763215,1127166,1
475557,496243,1
26612,9448,0
9609,607259,0
9928,2048,1
546554,515001,1
49051,57158,1
559974,8088,0
1029575,897087,1
19904,7452,0
19158,11681,0
10591,9352,1
634649,429617,1
157354,1128568,0
617126,1035259,1
497698,436969,1
9603,8355,0
14836,77174,1
13685,13075,0
1003813,660,0
986097,1010756,1
1061474,1234821,1
36557,660,1
574475,1233413,1
1228246,507089,1
10138,1726,1
1116465,1361292,1
626332,692,0
533535,573435,1
845781,1357633,1
8681,260346,1
787699,609681,1
466272,475557,1
14788,420260,0
1576,1577,1
10342,11908,0
297762,464052,1
767,12444,1
323020,75802,0
83896,10862,0
9532,9286,1
1585,595,1
616037,10195,1
617126,1337562,1
12663,1970,0
10728,438650,0
13,497,1
8274,124,0
8321,10822,0
399057,332562,0
8536,766798,0
863,10193,1
1097549,1059128,1
16071,306819,0
14900,11072,0
18975,520758,0
1311031,552524,1
574475,9358,1
9784,714099,0
10359,570454,0
10764,36643,1
447362,4561,0
8355,425,1
373571,479455,1
1010928,1726,0
11351,653569,0
127521,955916,0
1261825,686487,0
1571,1572,1
505192,714099,0
12444,12445,1
603692,324552,1
111083,1017633,0
10764,667,1
950396,1356039,1
91314,38356,1
49013,920,1
822119,1045938,1
299536,363088,1
448119,536869,1
166428,10191,1
411,10140,1
9479,14836,1
1084199,1140535,1
312221,480530,1
192141,9300,0
19197,485811,0
1116465,267192,0
221731,45243,0
786892,8810,1
1021803,569094,0
502356,603692,1
1585,11881,1
150540,62211,1
28211,446807,0
1968,497984,0
14664,72570,0
786892,929590,1
14147,10326,0
110415,1255,1
68797,440918,0
11013,774714,0
507086,351286,1
85,601,1
118,13885,1
1087891,1239193,1
68721,10138,1
1175942,1022787,1
57800,774825,1
20200,16460,0
438631,693134,1
333339,268896,1
11036,72570,1
177677,955,1
333339,447332,1
637693,9023,1
672,767,1
950396,1084199,1
83533,76600,1
37021,619730,0
15121,11113,1
373226,236028,0
36557,714,1
578,17692,1
238,242,1
186992,12653,0
85,87,1
1930,102382,1
57158,1362,1
19035,1859,0
1156593,845781,1
1011477,11231,1
1353117,9511,0
228150,30588,0
403119,9684,0
12208,293660,0
290098,11423,1
11448,11667,0
866398,1212073,1
51163,346910,0
244786,194662,1
1246049,1086260,1
60935,9448,0
9032,32308,0
507086,351286,1
12153,9072,1
105,2108,1
138843,259693,1
20352,324852,1
1078605,1035259,1
713704,109428,1
153509,1480,0
2899,9564,1
361743,744,1
265018,978,0
784500,1410,0
47914,455980,0
271110,1771,1
334532,14869,0
39254,8373,1
18683,442249,0
